2018-05-09 18:27:16.000820,174
2018-05-09 18:27:16.672749,175
2018-05-09 18:27:17.503467,174
2018-05-09 18:27:19.006473,174
2018-05-09 18:27:19.669035,174
2018-05-09 18:27:20.507089,175
2018-05-09 18:27:22.009854,175
2018-05-09 18:27:22.672711,174
2018-05-09 18:27:23.510712,174
2018-05-09 18:27:25.013207,176
2018-05-09 18:27:25.676406,174
2018-05-09 18:27:26.495259,174
2018-05-09 18:27:27.998298,174
2018-05-09 18:27:28.619693,175
2018-05-09 18:27:29.421061,174
2018-05-09 18:27:30.522069,174
2018-05-09 18:27:31.923646,174
2018-05-09 18:27:32.471546,174
2018-05-09 18:27:33.578731,174
2018-05-09 18:27:34.425104,174
2018-05-09 18:27:35.526048,174
2018-05-09 18:27:36.927261,174
2018-05-09 18:27:37.478810,174
2018-05-09 18:27:38.584365,174
2018-05-09 18:27:39.430192,174
2018-05-09 18:27:40.530603,174
2018-05-09 18:27:41.430806,174
2018-05-09 18:27:42.531981,174
2018-05-09 18:27:43.432282,174
2018-05-09 18:27:44.533666,173
2018-05-09 18:27:45.436497,174
2018-05-09 18:27:46.533828,174
2018-05-09 18:27:47.436605,174
2018-05-09 18:27:48.537085,174
2018-05-09 18:27:49.421837,174
2018-05-09 18:27:50.538280,174
2018-05-09 18:27:51.438379,174
2018-05-09 18:27:52.539451,174
2018-05-09 18:27:53.439613,174
2018-05-09 18:27:54.540802,174
2018-05-09 18:27:55.443754,174
2018-05-09 18:27:56.544872,174
2018-05-09 18:27:57.445714,174
2018-05-09 18:27:58.526654,174
2018-05-09 18:27:59.947339,174
2018-05-09 18:28:00.500918,173
2018-05-09 18:28:01.949505,173
2018-05-09 18:28:02.506122,174
2018-05-09 18:28:03.950956,174
2018-05-09 18:28:04.505583,174
2018-05-09 18:28:06.044700,167
2018-05-09 18:28:07.095083,164
2018-05-09 18:28:08.056042,165
2018-05-09 18:28:08.956548,155
2018-05-09 18:28:09.748525,157
2018-05-09 18:28:10.517307,157
2018-05-09 18:28:12.078958,158
2018-05-09 18:28:12.961395,158
2018-05-09 18:28:13.519671,158
2018-05-09 18:28:14.960116,159
2018-05-09 18:28:15.494441,159
2018-05-09 18:28:16.914280,159
2018-05-09 18:28:17.463247,160
2018-05-09 18:28:18.567226,160
2018-05-09 18:28:19.964529,161
2018-05-09 18:28:20.517063,161
2018-05-09 18:28:21.918442,161
2018-05-09 18:28:22.471030,162
2018-05-09 18:28:23.575194,161
2018-05-09 18:28:24.420989,162
2018-05-09 18:28:25.523535,162
2018-05-09 18:28:26.924969,162
2018-05-09 18:28:27.479245,162
2018-05-09 18:28:28.586441,163
2018-05-09 18:28:29.408741,163
2018-05-09 18:28:30.529373,163
2018-05-09 18:28:31.428783,164
2018-05-09 18:28:32.532550,164
2018-05-09 18:28:33.435799,163
2018-05-09 18:28:34.533321,163
2018-05-09 18:28:35.431737,164
2018-05-09 18:28:36.533604,164
2018-05-09 18:28:37.433282,164
2018-05-09 18:28:38.534418,164
2018-05-09 18:28:39.435247,165
2018-05-09 18:28:40.535791,165
2018-05-09 18:28:41.438835,165
2018-05-09 18:28:42.541935,165
2018-05-09 18:28:43.442842,165
2018-05-09 18:28:44.545658,165
2018-05-09 18:28:45.444716,165
2018-05-09 18:28:46.543932,165
2018-05-09 18:28:47.444539,166
2018-05-09 18:28:48.545599,165
2018-05-09 18:28:49.449759,165
2018-05-09 18:28:50.549945,166
2018-05-09 18:28:51.449374,166
2018-05-09 18:28:52.551797,167
2018-05-09 18:28:53.431503,166
2018-05-09 18:28:54.553062,166
2018-05-09 18:28:55.451460,167
2018-05-09 18:28:56.552301,167
2018-05-09 18:28:57.455828,167
2018-05-09 18:28:58.558021,167
2018-05-09 18:28:59.457047,167
2018-05-09 18:29:00.558247,167
2018-05-09 18:29:01.457450,167
2018-05-09 18:29:02.561464,167
2018-05-09 18:29:03.458898,167
2018-05-09 18:29:04.560672,168
2018-05-09 18:29:05.461218,167
2018-05-09 18:29:06.563196,168
2018-05-09 18:29:07.414276,167
2018-05-09 18:29:08.517556,168
2018-05-09 18:29:09.917490,167
2018-05-09 18:29:10.472006,167
2018-05-09 18:29:11.575517,167
2018-05-09 18:29:12.952574,168
2018-05-09 18:29:13.521714,168
2018-05-09 18:29:14.921831,168
2018-05-09 18:29:15.475751,168
2018-05-09 18:29:16.580732,168
2018-05-09 18:29:17.566102,168
2018-05-09 18:29:18.428273,167
2018-05-09 18:29:19.550528,168
2018-05-09 18:29:20.450728,168
2018-05-09 18:29:21.551635,168
2018-05-09 18:29:22.451647,169
2018-05-09 18:29:23.552650,168
